sample_index,delta_hat,delta_true,category
534,-0.17702694237232208,-0.5604085922241211,correct_invariant
535,0.6910160183906555,-1.1500349044799805,missed_gain
536,0.6993276476860046,-0.013631820678710938,missed_gain
537,0.8554031848907471,-0.35701942443847656,missed_gain
538,0.06280474364757538,0.5669479370117188,correct_environment
539,0.6484711766242981,0.239471435546875,correct_environment
540,0.17236481606960297,0.4546356201171875,correct_environment
541,-0.09074446558952332,0.27199268341064453,harmful_switch
542,0.16576804220676422,0.02064800262451172,correct_environment
543,-0.37316644191741943,-0.1332225799560547,correct_invariant
544,-0.2712076008319855,-0.1371469497680664,correct_invariant
545,-0.08139648288488388,-0.17186498641967773,correct_invariant
